agency,section,id,published_iso,headline,summary,content,url
thairath,economics,2908834,2026-01-20T08:59:00+07:00,กองสลากขยับโควตาดิจิทัลเป็น 29 ล้านใบ ลุ้นแจ็กพอตแตก 174 ล้านบาท,กองสลากอัดฉีดสลากดิจิทัลเพิ่มเป็น 29 ล้านใบ ลุ้นรางวัลที่ 1 รวม 174 ล้านบาท ผนึกสลากใบ 78 ล้าน และ N3 อีก 5 ล้านใบ รวมทั้งระบบ 112 ล้านใบ เพิ่มโอกาสถูกรางวัลเอาใจคอหวยทั่วประเทศ,,https://www.thairath.co.th/money/economics/thai_economics/2908834
thairath,economics,2908756,2026-01-20T09:23:47+07:00,"""พรหมินทร์” ชงรื้อเป้าหมายเงินเฟ้อ  แนะคุมค่าเงินแบบสิงคโปร์ ","""พรหมินทร์” ชี้เป้าเงินเฟ้อล้มเหลวทำเศรษฐกิจโตต่ำ ชี้หากพรรคเพื่อไทยได้เป็นรัฐบาลเล็งถกแบงก์ชาติรื้อระบบเป้าหมายเงินเฟ้อ",,https://www.thairath.co.th/money/economics/thai_economics/2908756
thairath,economics,2909002,2026-01-21T07:10:00+07:00,มูลค่าลงทุนต่างชาติปี 68 ทำสถิติสูงสุด  ญี่ปุ่น-สิงคโปร์-จีนนำ 3 อันดับแรก  ,ยอดการลงทุนต่างชาติปี68  ภายใต้พ.ร.บ.การประกอบธุรกิจของคนต่างด้าว พ.ศ. 2542 ทำสถิติสูงสุดเป็นประวัติการณ์​ที่ 3.24 แสนล้าน เพิ่มขึ้น 42% นำโดยญี่ปุ่น รองลงมาเป็นสิงคโปร์ จีน,,https://www.thairath.co.th/money/economics/thai_economics/2909002
thairath,economics,2909003,2026-01-21T07:21:00+07:00,"ทองไทยทะลุบาทละ 70,400 บาท  ทำ All Time High     ","ราคาทองคำในประเทศวันที่ 20 ม.ค.69 ปรับตัวขึ้นทะลุระดับสูงสุดตลอดกาล (All Time High) ที่ราคาบาทละ 70,400 บาท เมื่อเวลา 16:57 น. โดยสมาคมค้าทองคำปรับราคาทองขึ้นลงรวมแล้วถึง 18 ครั้ง",,https://www.thairath.co.th/money/economics/thai_economics/2909003
thairath,economics,2908884,2026-01-21T08:30:00+07:00,ซูซูกิเปิดแผนรุกรบปี 69 ลุยสยายปีกทั่วไทย เตรียมเปิดตัวรถใหม่ 3 รุ่น,“ซูซูกิ” ลั่นกลองรบเปิดแผนรุกปี 69 เดินหน้าตามแผนยุทธศาสตร์การเติบโตอย่างยั่งยืน เตรียมเปิดตัวรถยนต์รุ่นใหม่ 3 รุ่น ในช่วง 2 ไตรมาสแรกของปี พร้อมยกระดับมาตรฐานงานบริการหลังการขาย,,https://www.thairath.co.th/money/economics/thai_economics/2908884
thairath,economics,2908886,2026-01-21T09:30:00+07:00,บีวายดีปลื้มผู้นำรถ NEV ไทย ผลิตรถชดเชยครบ EV 3.0 พร้อมรุกส่งออก,บีวายดี ประเทศไทย ผลิตรถยนต์ชดเชยครบ ตามมาตรการ EV 3.0 พร้อมส่งออกสู่นานาชาติ ทั้งยังเป็นผู้นำวงการยานยนต์พลังงานใหม่ ด้วยยอดจดอันดับ 1 ของไทย,,https://www.thairath.co.th/money/economics/thai_economics/2908886
thairath,economics,2909220,2026-01-22T05:30:00+07:00,10 ล้านแรงงานไทยเสี่ยงตกงาน  AI–EV เร่งดิสรัปชันจี้สร้างเศรษฐกิจชุมชน,แรงงานไทยกว่า 10 ล้านคนเสี่ยงถูกเทคโนโลยีแทนที่และตกงาน ผลคาดการณ์อนาคตพบวิกฤตอาจมาเร็วขึ้นตั้งแต่ปี 2570 จากเดิมที่มองยาวถึงปี 2580,,https://www.thairath.co.th/money/economics/thai_economics/2909220
thairath,economics,2909374,2026-01-23T07:00:00+07:00,หนุนปราบโรงงานเหล็กผิดกฎหมาย ส.อ.ท. ฝากพรรคการเมืองยกระดับ “ซีโร่คอรัปชัน” ปราบทุนเทา,รองประธานสภาอุตฯ หนุนกระทรวงอุตฯ ลุยต่อไม่ถอย ปราบโรงงานเหล็กผิดกฎหมาย ฝากพรรคการเมืองยกระดับ Zero Corruption ปราบทุนเทา–สร้างสนามแข่งขันเป็นธรรม,,https://www.thairath.co.th/money/economics/thai_economics/2909374
thairath,economics,2909465,2026-01-23T07:15:00+07:00,“อไรซ์” ทุ่มแสนล้าน! ซื้อหุ้นทรูจากเทเลนอร์ “ศุภชัย” ลา ซีพี! ขึ้นซีอีโอ “อไรซ์”,“ศุภชัย” ประกาศลงจากซีอีโอ ซีพี หันมานั่งซีอีโอกลุ่มอไรซ์ ลุยธุรกิจเทคขั้นสูง ที่ถือหุ้นส่วนตัวทั้งหมด หลังกลุ่มอไรซ์ทำบิ๊กล็อตซื้อหุ้นทรูจากเทเลนอร์ 24.95% มูลค่ารวมกว่า 1 แสนล้านบาท,,https://www.thairath.co.th/money/economics/thai_economics/2909465
thairath,economics,2909444,2026-01-23T07:30:00+07:00,กัลฟ์จับมือกูเกิลนำไทยสู่ยุค AI,Gulf Edge จับมือ Google Cloud ขับเคลื่อนไทยสู่ยุค AI ผนึกกำลังส่งมอบบริการ Sovereign และ Agentic AI พร้อมจัดตั้ง Center of Excellence เสริมแกร่งขีดความสามารถด้านดิจิทัลระดับประเทศ,,https://www.thairath.co.th/money/economics/thai_economics/2909444
thairath,economics,2909467,2026-01-23T07:30:00+07:00,ททท.ชี้แจงภาพ“ลิซ่า”ทะเลบัวแดง,ททท.ชี้แจงภาพ“ลิซ่า-ลลิษา มโนบาล” Amazing Thailand Ambassador ประชาสัมพันธ์ทะเลบัวแดง จ.อุดรธานี,,https://www.thairath.co.th/money/economics/thai_economics/2909467
thairath,economics,2909441,2026-01-23T07:30:00+07:00,จุดพลุเที่ยว 3 จังหวัดยูเนสโก ททท.นำร่อง “สุโขทัย–สุพรรณบุรี–เพชรบุรี”,ททท. คัดเลือก “สุโขทัย–สุพรรณบุรี–เพชรบุรี” เป็น 3 จังหวัดเครือข่ายเมืองสร้างสรรค์ของยูเนสโกนำร่อง ขับเคลื่อนเส้นทาง “UNESCO Creative Cities Thailand”,,https://www.thairath.co.th/money/economics/thai_economics/2909441
thairath,economics,2909451,2026-01-23T07:30:00+07:00,เร่งสัตยาบันเอฟทีเอไทย-เอฟตา,“ศุภจี” หารือปลัดกระทรวงเศรษฐกิจสวิส เดินหน้ากระบวนการให้สัตยาบันเอฟทีเอไทย-เอฟตา หวังใช้ประโยชน์โดยเร็ว โดยตั้งเป้าหมายให้สัตยาบันไตรมาส 4 ปีนี้ และใช้บังคับ 1 ม.ค.70,,https://www.thairath.co.th/money/economics/thai_economics/2909451
thairath,economics,2909458,2026-01-23T08:30:00+07:00,“มหัทธนะ” ลั่นให้ ธอส. ช่วยคนมีบ้าน ปี 69 ปล่อยสินเชื่อ 2.42 แสนล้าน มุ่งเน้นราคาต่ำกว่า 3 ล้านบาท,เอ็มดีป้ายแดง ธอส. ประกาศปักหมุดปี 69 ปล่อยสินเชื่อบ้าน 2.42 แสนล้าน เน้นที่อยู่อาศัยต่ำกว่า 3 ล้านบาท,,https://www.thairath.co.th/money/economics/thai_economics/2909458
thairath,economics,2909714,2026-01-23T19:23:29+07:00,ปัญหาโครงสร้างไทย มีอะไรบ้างฝังรากลึก สถาบันป๋วยฯ ชี้ 5 เรื่อง การศึกษา-การผลิต-เกษตร-ภาษี-กฎหมาย ,สถาบันวิจัยเศรษฐกิจป๋วย อึ๊งภากรณ์ (PIER) จัดเสวนาแสดงความเห็นถึง ปัญหาเชิงโครงสร้างของไทยยังคงฝังรากลึก ตั้งแต่การศึกษา เกษตรกรรม ภาษี และกฎหมาย ชี้ให้เห็นว่า การแก้ไขต้องทำทั้งกระบวนทัศน์,,https://www.thairath.co.th/money/economics/thai_economics/2909714
thairath,economics,2909733,2026-01-24T07:29:00+07:00,"""ซิกเว่""ย้ำไม่ต้องห่วง""ทรู""ยังเหมือนเดิม",ซิกเว่แจง โครงสร้าง การบริหาร และทิศทางของทรูยังเหมือนเดิม  ย้ำ “ศุภชัย”คือประธานบอร์ดทรู จึงจะเดินหน้านโยบายที่ประกาศไว้ต่อ ขณะที่ตนเป็นประธานบริหารธุรกิจดิจิทัลและเทคโนโลยีของอไรซ์ด้วย,,https://www.thairath.co.th/money/economics/thai_economics/2909733
thairath,economics,2909994,2026-01-26T04:30:00+07:00,นโยบายเศรษฐกิจที่ชื่นชอบ,“ทีมเศรษฐกิจ หนังสือพิมพ์ไทยรัฐ” ขอเป็นกลไกกระตุ้นความตื่นตัว ใคร่รู้ ผ่านการสำรวจความชื่นชอบในนโยบายเศรษฐกิจของบรรดาพรรคการเมืองของคนหลากหลายอาชีพ,,https://www.thairath.co.th/money/economics/thai_economics/2909994
thairath,economics,2909865,2026-01-26T05:30:00+07:00,เซ็นทรัลลาดพร้าวเช่าที่ดินรถไฟต่อ30ปี จรดปากเซ็นสัญญาวันนี้(26ม.ค.69),“ห้างเซ็นทรัล” ถือฤกษ์ดี 09.31 น. เซ็นต่อสัญญาเช่าที่ดินสามเหลี่ยมพหลโยธินกว่า 47.22 ไร่ กับ SRTA ต่ออีก 30 ปี ในวงเงินค่าเช่า 4.2 หมื่นล้านบาท หลังจากนี้ เซ็นทรัลทุ่มงบกว่า 4.5 พันล้าน,,https://www.thairath.co.th/money/economics/thai_economics/2909865
thairath,economics,2909866,2026-01-26T06:00:00+07:00,ล้อมคอกสกัดนอมินีที่ดิน-อสังหาริมทรัพย์ ,กรมพัฒนาธุรกิจการค้า จับมือ 17 หน่วยงาน  วางแนวทางลุยตรวจสอบต่างชาติใช้คนไทยเป็นนอมินี ถือครองที่ดินและอสังหาริมทรัพย์,,https://www.thairath.co.th/money/economics/thai_economics/2909866
thairath,economics,2909869,2026-01-26T06:30:00+07:00,สรรพสามิตยังไม่ปรับ “เนต้า”  ขอทำตามกฎหมายให้ครบถ้วน,สรรพสามิตยังไม่ปรับ “เนต้า”  ขอทำตามกฎหมายให้ครบถ้วน เพื่อมิให้เกิดปัญหาภายหลัง ย้ำหากไม่จ่ายเงิน ค่าปรับ ก็ต้องดำเนินคดีอย่างแน่นอน,,https://www.thairath.co.th/money/economics/thai_economics/2909869
thairath,economics,2909867,2026-01-26T07:00:00+07:00,อุตสาหกรรมแนวโน้มหดตัว      ,ส.อ.ท. เปิดเผยผลการสำรวจสถานการณ์และแนวโน้มอุตสาหกรรมไทย ปี 2569 ซึ่งจัดทำจากการรวบรวมความคิดเห็นของประธานกลุ่มอุตสาหกรรม จำนวน 48 กลุ่มอุตสาหกรรม,,https://www.thairath.co.th/money/economics/thai_economics/2909867
thairath,economics,2910099,2026-01-26T11:33:59+07:00,“ทองคำ” สินทรัพย์ทรงพลัง เปิดอาณาจักรธุรกิจร้านทอง 5 ล้านล้าน ใครคือเบอร์หนึ่งในสมรภูมินี้ ,เจาะลึกอาณาจักรธุรกิจร้านทอง 5 ล้านล้าน! ส่อง 5 อันดับร้านทองที่มีรายได้สูงสุด พร้อมวิเคราะห์แนวโน้มราคาทองคำปี 2569 ยุค New Normal ที่รายใหญ่โตกระโดด แต่รายย่อย SMEs ต้องเร่งปรับตัว,,https://www.thairath.co.th/money/economics/thai_economics/2910099
thairath,economics,2910119,2026-01-27T04:00:00+07:00,“โรคอ้วน” วิกฤติสุขภาพคนไทย,“โรคอ้วน” วิกฤติสุขภาพคนไทย ทำประเทศสูญเสียเศรษฐกิจมหาศาล!! พบเกือบ 50% คนไทยมีน้ำหนักเกิน ขณะที่คนส่วนใหญ่ล้มเหลวในการลดน้ำหนัก!!,,https://www.thairath.co.th/money/economics/thai_economics/2910119
thairath,economics,2910226,2026-01-27T06:00:00+07:00,ลุ้น! ราคาทองทะลุ 6 พันเหรียญฯ “จิตติ”คาดปีนี้คงยังไม่ถึงบาทละ 1 แสนบาท ,"“ทองคำ” ทำสถิติใหม่เหนือ 5,000 เหรียญฯต่อออนซ์ นักวิเคราะห์มองปี 69 มีลุ้นเห็น 6,000 เหรียญฯ “จิตติ” คาดปีนี้คงยังไม่ถึงบาทละ 1 แสนบาท",,https://www.thairath.co.th/money/economics/thai_economics/2910226
thairath,economics,2910220,2026-01-27T08:00:00+07:00,“ดร.เอ้”ชู“การศึกษาคือยาแก้จน” ดันโมเดลล้างหนี้ กยศ.จ้างเรียนปริญญาเอก,“ดร.เอ้-สุชัชวีร์” หัวหน้าพรรคและแคนดิเดตนายกฯ พรรคไทยก้าวใหม่  ชูวาระแห่งชาติ “การศึกษาคือยาแก้จน”เปิดโมเดล“จ้างเรียนฟรีแถมเงินเดือน” ถึงปริญญาเอก ประกาศล้างหนี้ กยศ. 100%,,https://www.thairath.co.th/money/economics/thai_economics/2910220
thairath,economics,2910281,2026-01-27T08:52:00+07:00,ข้อมูลรัฐเผยไทยเข้าสู่สังคมสูงวัยสมบูรณ์แบบ ดันภาระรัฐพุ่ง เศรษฐกิจชะลอ,สำนักสถิติ เผยประชากรไทยปี 68 แตะ 70.3 ล้านคน พบคนเกิดน้อยกว่าตายต่อเนื่องปีที่ 5 กว่า 1.4 แสนคน ดันยอดเพิ่มประชากรต่ำสุดเป็นประวัติการณ์ แนะปรับสู่ “สังคมอายุยืน” เน้นดูแลสุขภาพลดภาระรัฐ,,https://www.thairath.co.th/money/economics/thai_economics/2910281
thairath,economics,2910470,2026-01-28T06:56:00+07:00,"""ศุภชัย""เปิดเหตุผลลงทุนมหาศาลใน""อไรซ์""และ""ทรู"" ","“ศุภชัย”เปิดเหตุผล ""อไรซ์"" ลงทุนมหาศาลซื้อ ""ทรู"" มั่นใจเป็นประตูสู่อนาคต ตั้งเป้าทำมูลค่าทรูเพิ่มขึ้น 2 - 3 เท่า จ่ายปันผลได้มั่นคง ช่วยขับเคลื่อนให้เกิด “อธิปไตยทางดิจิทัล” ของประเทศ",,https://www.thairath.co.th/money/economics/thai_economics/2910470
thairath,economics,2910473,2026-01-28T07:00:00+07:00,แอลจีคาดบอลโลกกระตุ้นยอดขายทีวีจอใหญ่ 20%  ,"แอลจีเผยรายได้ปี 68 อยู่ที่ 16,200 ล้านบาท โต 7% ส่วนปี 69 คาดทำได้ 18,000 ล้านบาท โต 10% จากปัจจัยบวกการแข่งขันฟุตบอลโลก กระตุ้นยอดขายทีวีจอใหญ่ 20% และอากาศร้อนขึ้น ดันคนซื้อแอร์-ตู้เย็น",,https://www.thairath.co.th/money/economics/thai_economics/2910473
thairath,economics,2910390,2026-01-28T08:00:00+07:00,ทีมไทยแลนด์ดึงลงทุน 5 แสนล้าน “อนุทิน” ปลื้มผลสำเร็จ WEF 2026 ไทยขึ้นฮับ Data Center,“อนุทิน” นำทีมไทยแลนด์โชว์ผลสำเร็จ WEF 2026 ดึงลงทุน 5 แสนล้าน ปูพรมไทยศูนย์กลาง Data Center “เอกนิติ” ยืนยันไทยอยู่ในเรดาร์ของเวทีโลก “ศุภจี” ชู “ความไว้วางใจ” เป็นสกุลเงินที่มีค่าที่สุด,,https://www.thairath.co.th/money/economics/thai_economics/2910390
thairath,economics,2910373,2026-01-28T08:30:00+07:00,บีเอ็มฯครองแชมป์ตลาดรถพรีเมียม 6 ปีซ้อน ตอกย้ำผู้นำยานยนต์ไฟฟ้า,"บีเอ็มฯ ประเทศไทย ย้ำความเป็นผู้นำตลาดรถพรีเมียม ครองอันดับหนึ่งต่อเนื่องปีที่ 6 จากยอดจดทะเบียนรถยนต์ใหม่แบรนด์บีเอ็มดับเบิลยูและมินิรวม 12,247 คัน เดินหน้าสร้างความแข็งแกร่งตลาดรถยนต์ไฟฟ้า",,https://www.thairath.co.th/money/economics/thai_economics/2910373
thairath,economics,2910653,2026-01-28T18:21:06+07:00,"โอกาสเศรษฐกิจไทย เจ้าภาพ IMF-WB Annual Meeting ดึงนักการเงิน 15,000 คนทั่วโลก ","การประชุมประจำปีของ IMF-World Bank ในปี 2569 ประเทศไทยได้เป็นเจ้าภาพจัดการประชุม ต้อนรับนักการเงินราว 15,000 คนทั่วโลก ร่วมแลกเปลี่ยนวิสัยทัศน์ พร้อมทั้งเป็นโอกาสสำคัญของเศรษฐกิจไทย",,https://www.thairath.co.th/money/economics/thai_economics/2910653
thairath,economics,2910638,2026-01-29T06:00:00+07:00,“อรรถวิท” เดินหน้าปฏิรูป “บขส.” ยกเครื่อง “หมอชิต 2” บริการเทียบชั้นสนามบิน,“อรรถวิท” เดินหน้าปรับโครงสร้าง บขส. ชูแนวคิด “ผู้โดยสารต้องไม่ถูกด้อยค่า” พร้อมลงทุนรับรถใหม่ 311 คัน ครั้งแรกในรอบกว่าทศวรรษให้บริการผู้โดยสาร  ยกเครื่องปรับโฉมหมอชิต 2 เทียบชั้นสนามบิน,,https://www.thairath.co.th/money/economics/thai_economics/2910638
thairath,economics,2910696,2026-01-29T06:30:00+07:00,"""ทองคำ”ใกล้แตะ 8 หมื่นบาท—5CL ยักษ์","จับตา ราคาขายทองรูปพรรณเมื่อวันที่28 ม.ค.ท่ีผ่านมา อยู่ที่บาทละ 78,500 บาท รับซื้อที่ 76,042.56 บาท เพิ่มขึ้น 2,950 บาท ทองแท่งขายออก 77,700 บาท รับซื้อที่ 77,600 บาท",,https://www.thairath.co.th/money/economics/thai_economics/2910696
thairath,economics,2910672,2026-01-29T07:30:00+07:00,"""วิทัย”ชี้ปมปัญหาถล่มโครงสร้างเศรษฐกิจไทย ย้ำรัฐ-เอกชนต้องร่วมแก้ไข",ผู้ว่าการธนาคารแห่งประเทศไทย(ธปท.)ชำแหละสารพัดปัญหารุมกระหน่ำโครงสร้างเศรษฐกิจไทย และไทยเข้าสู่สังคมสูงวัย ทำให้กำลังการผลิต แรงงาน,,https://www.thairath.co.th/money/economics/thai_economics/2910672
thairath,economics,2910761,2026-01-29T08:45:00+07:00,เอกชนไทยลงทุนในเขมร 1.5 แสนล้านบาท ส่อย้ายฐานผลิตหนี การค้าชายแดนทรุดยาว,"คาดการณ์การค้าชายแดนและผ่านแดนไทยจะทะลุ 2 ล้านล้านบาท แม้การค้าชายแดนลดลง แต่การค้าผ่านแดนยังช่วยพยุง ขณะที่ดัชนีความเชื่อมั่นระยะสั้นลดลงหนัก โดยเฉพาะกัมพูชา, เมียนมา, ลาว",,https://www.thairath.co.th/money/economics/thai_economics/2910761
thairath,economics,2910928,2026-01-30T07:00:00+07:00,ทองยังไปโลดถ้า “ทรัมป์”ยังเป็น ปธน. “เสี่ยจิตติ” นายกสมาคมค้าทองฟันธงราคาทองมีอนาคตสดใส,"ทั่วโลกยังคง “ตื่นทอง” ไล่ซื้อดันราคาพุ่งไปดาวอังคาร นายกสมาคมค้าทองคำมองราคาทองปีนี้จะขึ้นไปถึง 6,030 ดอลลาร์/ออนซ์ ขึ้นไปเฉียดบาทละ 9 หมื่น หาก “ทรัมป์” ยังเป็นประธานาธิบดีสหรัฐฯ ต่อ",,https://www.thairath.co.th/money/economics/thai_economics/2910928
thairath,economics,2910868,2026-01-30T07:30:00+07:00,เดินหน้าสร้างสนามบินอู่ตะเภา,“จุฬา” เผย UTA สละเงื่อนไข HSR เปิดทางเดินหน้าสร้างสนามบินอู่ตะเภาอย่างเป็นทางการ สกพอ.เตรียมออก NTP ก.พ.69,,https://www.thairath.co.th/money/economics/thai_economics/2910868
thairath,economics,2910865,2026-01-30T07:30:00+07:00,หวั่นปีนี้ขาดแคลนแรงงานเก็บทุเรียน,กรมการค้าภายใน หวั่นปีนี้ขาดแรงงานเก็บทุเรียน วอนหน่วยงานที่เกี่ยวข้องเร่งแก้ปัญหา พร้อมเร่งวางแผนรับมือผลผลิตที่จะออกมากถึง 1.78 ล้านตัน ทั้งเร่งเคลียร์เส้นทางขนส่งไปจีน ไม่ให้ติดขัด,,https://www.thairath.co.th/money/economics/thai_economics/2910865
thairath,economics,2910884,2026-01-30T07:30:00+07:00,รฟท.รอเชือด “อิตาเลียนไทย” โยนอัยการสูงสุดไฟเขียว! บอกเลิกสัญญา,รฟท. โยนอัยการสูงสุดบอกเลิกสัญญา “อิตาเลียนไทย” เหตุเครนหล่นทับรถไฟ ที่สีคิ้ว พบผู้รับจ้างไม่ปฏิบัติตามเงื่อนไขสัญญา,,https://www.thairath.co.th/money/economics/thai_economics/2910884
